voltage,current,temperature,internal_resistance,environment_temp,cycle_count,average_speeds,rapid_acceleration,sudden_braking,cumulative_mileage,cumulative_driving_time,engine_starts,damage_index
3.706416990909163,3.0347008637877675,26.969676339195324,0.013927105319062522,28.712771770045904,40.50209211462242,47.809500842811914,96,49,65020.9211462242,1360,1334,81.95660209045656
3.1440209719750714,1.3033654306684577,26.589754158576934,0.010333695353009778,19.24243436099892,2.061165413338358,111.82366451136207,93,10,200611.65413338356,1794,4111,4.951023097533432
3.3804930183606143,1.739440418635884,22.02495910612555,0.011830631746759872,32.54667181291332,18.082636845962078,67.99163709179189,30,14,110826.36845962077,1630,2205,36.87010108618762
3.6895880025652743,1.9360176366968163,23.228186652771925,0.016034746897911897,32.97493370454848,60.414809904857506,84.10539125302513,26,99,134148.0990485751,1595,2335,121.61664811434568
3.7504747542032457,1.5541467043775619,21.918857528774204,0.013254855595204139,20.309300071625515,31.70162594387014,68.76345156160028,30,59,147016.25943870138,2138,3196,64.09663314360498
3.6322242553590756,1.8528375927436715,23.87125494865332,0.012716834833685499,17.10528854350065,26.36213148566089,50.0641869076841,89,9,133621.31485660886,2669,2871,53.48780853803014
3.9028241053945614,1.2864723830725417,27.24799974698048,0.010033876102680687,23.22585430145054,0.4183549521560437,87.14653159581825,17,19,84183.54952156043,966,1570,1.5307636405454499
3.8271954331930114,1.4107793501264345,25.71860738650239,0.010052849736602436,30.87393026964912,0.0,82.01126814157037,72,29,142535.5840300493,1738,3052,0.7388938805067395
3.3923862678206738,0.8505857388716329,25.778597372602988,0.014241284190186351,17.156999377048578,43.66787723302955,56.239484735295775,91,34,46678.77233029549,830,969,88.19916736753493
3.9505758557512625,1.3075829610908805,24.89247608873679,0.011099508837817245,16.984806527588898,11.09283557200652,76.14952357218223,86,98,150928.35572006518,1982,2632,22.99738997409997
3.0532470344382148,0.6443198123797413,24.24990859792443,0.016321666488474704,19.89467628688339,63.33965338464982,103.75580032125167,70,95,273396.5338464982,2635,5001,127.62218133724595
3.4552727332967,0.7149207794143868,26.87708171882675,0.011409669601569314,28.85385195599509,15.495747559663773,87.23408824863131,47,58,54957.47559663773,630,1224,31.852887552204866
3.3133754847869197,1.9142809567580241,26.62171408733186,0.015403879803630926,22.486696440394876,54.434114877131066,47.753386165359586,25,50,104341.14877131069,2185,2151,109.67457783031294
3.7305228878522616,0.8258176503501814,27.484802957536893,0.015762865799540778,29.734192976365065,55.63951423987018,83.8417197783308,84,57,106395.14239870178,1269,2008,112.14431874207541
3.0,1.948335013532401,23.507159093874016,0.014025563317056271,23.0959756252105,39.81693138596957,96.21906394316694,95,11,278169.3138596956,2891,5086,80.47467042056284
3.3964504123458736,1.4188618918980591,24.437832245764497,0.010373860596413613,16.580746673240863,3.8383789011857132,103.41627246246011,28,45,208383.78901185712,2015,3953,8.417142280464319
3.7678118138232204,1.3916539284730571,23.04354339514008,0.015940291944498662,34.97123781574957,60.493614865074434,90.32940629074135,98,6,264936.14865074435,2933,5063,121.71081261906508
4.35,1.1235916025298711,23.426627006733938,0.011369351196078601,28.621112788156935,11.954470017499554,52.2126531632627,55,63,89544.70017499554,1715,1639,24.618484079933072
3.5997794284061544,1.4721946064137008,23.73458114040458,0.012609525569620713,27.62526387280016,25.08641682310947,96.81386132721285,90,17,140864.1682310947,1455,2327,50.91474300669797
3.0063771095343,2.2443892153558354,26.519021849981293,0.01532549392175657,24.870916720748323,52.59850698667362,94.1873476865213,57,27,265985.0698667362,2824,5926,106.07503795182139
3.93512756870745,1.1371655739627764,25.84636895146423,0.010164247164947725,16.66270912303475,2.065078966976211,41.954150635250656,67,10,70650.7896697621,1684,1550,4.862908733916536
3.252873331144036,1.323092356954814,27.42698150787724,0.010474535220389318,34.70373752333056,6.994928105752345,72.93981340721945,30,97,69949.28105752345,959,1221,14.838076911295618
3.0,1.8691796159365808,21.027048416659113,0.015081321788471927,24.315348234362833,49.47173662933917,66.63601975698987,74,34,34717.36629339172,521,704,99.75366983661743
3.6551445672872767,0.9036506303425478,24.804757203611526,0.013757803325940954,15.82693122802234,36.194830239281615,93.55296514029148,97,75,261948.30239281614,2800,4766,73.25870431116896
